Age Group,Annual Income,Education,Occupation,Leisure Travel Frequency,Business Travel Frequency,Preferred Hotel Type,Advance Booking Days,Stay Length (Nights),ADR Budget,Booking Priority,Use Price Comparison,Trust AI,Price Prediction Importance,Desired Features,Platforms Used,Booking Challenges,Booking Device,Subscription Willingness,Use Bundle Feature,Pay More for Sustainability,Refer Platform,Booking Motivation 1,Booking Motivation 2,Delayed Booking for Drop,Additional Features
25–34,366029,Bachelor’s Degree,Business Owner,Every quarter,Weekly,Resort Hotel,8–14 days,3–5,2000–4000,Best amenities,Sometimes,Maybe,Neutral,"Real-time price predictions, Personalized stay duration suggestions, Hotel comparison engine","Booking.com, Others","Hidden charges, Poor UI/UX",Travel Agent,₹0,Unsure,No,Absolutely,Amenities,Location,No,
25–34,12988,Bachelor’s Degree,Student,Rarely,Occasionally,City Hotel,15+ days,6–10,7000–10000,Lowest price,Always,No,Extremely Important,Real-time price predictions,"OYO, Goibibo, Airbnb","Lack of transparent pricing, Poor UI/UX",Travel Agent,₹299+,Probably Not,"Yes, definitely",Absolutely,Location,Location,Yes,
45–54,239175,Master’s Degree,Student,2–3 times a year,Weekly,No Preference,4–7 days,2,7000–10000,Lowest price,Always,Maybe,Extremely Important,Customer reviews,Airbnb,Hidden charges,Desktop Website,Depends on the savings,Definitely,"Yes, definitely",Maybe,Location,Amenities,Yes,Late check-out
25–34,433955,Bachelor’s Degree,Freelancer,Every quarter,Occasionally,Resort Hotel,1–3 days,3–5,2000–4000,Balanced,Rarely,Yes,Neutral,"Hotel comparison engine, Customer reviews, Targeted discount alerts, Personalized stay duration suggestions","OYO, Others, MakeMyTrip","Prices fluctuate too much, Hidden charges",Desktop Website,₹299+,Definitely,"Yes, definitely",Absolutely,Reviews,Location,No,Loyalty rewards
18–24,468125,Bachelor’s Degree,Freelancer,Rarely,Occasionally,No Preference,4–7 days,2,7000–10000,Lowest price,Rarely,No,Somewhat Important,"Personalized stay duration suggestions, Targeted discount alerts, Real-time price predictions, Hotel comparison engine","Agoda, OYO","Limited deals, Hidden charges",Mobile App,₹299+,Probably Not,"Yes, definitely",Not Likely,Reviews,Brand name,No,Loyalty rewards
35–44,838285,Bachelor’s Degree,Business Owner,2–3 times a year,Occasionally,Resort Hotel,15+ days,3–5,4000–7000,Best amenities,Never,Maybe,Neutral,"Personalized stay duration suggestions, Hotel comparison engine, Customer reviews, Real-time price predictions","Goibibo, Airbnb, Others, Agoda","Booking too late, Limited deals, Lack of transparent pricing",Mobile App,Depends on the savings,Probably,"Yes, definitely",Not Likely,Reviews,Price,No,
55+,1556399,Master’s Degree,Other,Once a year,Occasionally,Resort Hotel,8–14 days,3–5,7000–10000,Lowest price,Always,No,Not Important,"Customer reviews, Real-time price predictions, Hotel comparison engine","Others, Agoda, Airbnb","Poor UI/UX, Prices fluctuate too much",Travel Agent,₹199,Probably,Only if price difference is small,Not Likely,Reviews,Location,Yes,Loyalty rewards
35–44,1089399,Bachelor’s Degree,Business Owner,Once a year,Occasionally,No Preference,15+ days,6–10,2000–4000,Lowest price,Never,No,Extremely Important,"Personalized stay duration suggestions, Hotel comparison engine","MakeMyTrip, Others",Hidden charges,Desktop Website,₹99,Definitely,No,Maybe,Amenities,Amenities,No,AI chatbot
35–44,521316,Bachelor’s Degree,Retired,Once a year,Monthly,No Preference,8–14 days,2,4000–7000,Best amenities,Always,Yes,Extremely Important,"Customer reviews, Real-time price predictions, Personalized stay duration suggestions, Targeted discount alerts","Agoda, Booking.com","Limited deals, Lack of transparent pricing, Hidden charges",Desktop Website,₹0,Never,Only if price difference is small,Maybe,Reviews,Price,Yes,Loyalty rewards
18–24,139514,Master’s Degree,Other,Every quarter,Weekly,Resort Hotel,8–14 days,More than 10,2000–4000,Balanced,Always,Yes,Neutral,"Real-time price predictions, Targeted discount alerts, Personalized stay duration suggestions","Others, OYO","Poor UI/UX, Hidden charges",Mobile App,₹0,Probably,No,Absolutely,Location,Price,No,
35–44,31079,Bachelor’s Degree,Working Professional,Once a year,Monthly,Resort Hotel,Same day,1,7000–10000,Balanced,Sometimes,Yes,Somewhat Important,"Real-time price predictions, Targeted discount alerts","Booking.com, Goibibo, OYO","Lack of transparent pricing, Poor UI/UX, Booking too late",Mobile App,₹199,Probably Not,Only if price difference is small,Absolutely,Location,Reviews,No,
55+,216641,Bachelor’s Degree,Business Owner,Monthly or more,Monthly,Resort Hotel,1–3 days,3–5,<2000,Lowest price,Rarely,Maybe,Somewhat Important,"Customer reviews, Real-time price predictions, Personalized stay duration suggestions, Targeted discount alerts","Airbnb, MakeMyTrip, Booking.com",Prices fluctuate too much,Travel Agent,₹99,Definitely,"Yes, definitely",Absolutely,Brand name,Location,Yes,Late check-out
18–24,332641,Bachelor’s Degree,Freelancer,Rarely,Never,City Hotel,15+ days,1,4000–7000,Best amenities,Always,Yes,Not Important,"Personalized stay duration suggestions, Targeted discount alerts","Booking.com, OYO, MakeMyTrip","Hidden charges, Limited deals",Desktop Website,₹199,Unsure,No,Absolutely,Location,Location,Yes,Early check-in
25–34,167647,High School,Other,Every quarter,Never,Resort Hotel,8–14 days,6–10,2000–4000,Balanced,Never,Maybe,Extremely Important,"Hotel comparison engine, Customer reviews",Goibibo,Booking too late,Desktop Website,₹99,Unsure,Only if price difference is small,Maybe,Location,Amenities,Yes,AI chatbot
45–54,812341,Master’s Degree,Business Owner,Once a year,Never,City Hotel,15+ days,3–5,2000–4000,Balanced,Rarely,Yes,Neutral,Customer reviews,Agoda,Lack of transparent pricing,Desktop Website,Depends on the savings,Probably,No,Not Likely,Amenities,Brand name,No,AI chatbot
35–44,186480,High School,Student,Rarely,1–2 times a quarter,Resort Hotel,15+ days,3–5,4000–7000,Balanced,Never,Yes,Neutral,"Targeted discount alerts, Real-time price predictions, Personalized stay duration suggestions, Customer reviews",OYO,Lack of transparent pricing,Desktop Website,Depends on the savings,Never,"Yes, definitely",Maybe,Location,Brand name,Yes,Loyalty rewards
35–44,629655,Bachelor’s Degree,Working Professional,2–3 times a year,Never,City Hotel,8–14 days,6–10,7000–10000,Lowest price,Rarely,Yes,Extremely Important,"Real-time price predictions, Hotel comparison engine","Agoda, OYO, Booking.com","Hidden charges, Poor UI/UX",Mobile App,₹299+,Probably,"Yes, definitely",Absolutely,Price,Reviews,No,Early check-in
35–44,266833,Master’s Degree,Retired,Once a year,Weekly,Resort Hotel,4–7 days,2,4000–7000,Best amenities,Rarely,Yes,Neutral,"Targeted discount alerts, Personalized stay duration suggestions","Others, Airbnb","Lack of transparent pricing, Poor UI/UX, Hidden charges",Mobile App,₹299+,Never,No,Maybe,Location,Brand name,Yes,AI chatbot
25–34,99926,Master’s Degree,Student,Rarely,Monthly,Resort Hotel,1–3 days,1,7000–10000,Lowest price,Always,Maybe,Extremely Important,"Hotel comparison engine, Real-time price predictions, Personalized stay duration suggestions, Customer reviews","Agoda, Others","Poor UI/UX, Booking too late, Prices fluctuate too much",Mobile App,Depends on the savings,Probably,No,Not Likely,Brand name,Amenities,No,Early check-in
25–34,100103,Master’s Degree,Student,Monthly or more,Weekly,Resort Hotel,1–3 days,6–10,2000–4000,Balanced,Sometimes,Yes,Somewhat Important,"Targeted discount alerts, Personalized stay duration suggestions",MakeMyTrip,"Hidden charges, Prices fluctuate too much, Poor UI/UX",Travel Agent,₹299+,Unsure,"Yes, definitely",Maybe,Brand name,Reviews,Yes,
45–54,617295,Bachelor’s Degree,Working Professional,2–3 times a year,Never,No Preference,Same day,2,4000–7000,Best amenities,Always,Yes,Somewhat Important,"Customer reviews, Personalized stay duration suggestions, Real-time price predictions","MakeMyTrip, Airbnb","Lack of transparent pricing, Poor UI/UX, Limited deals",Desktop Website,Depends on the savings,Never,"Yes, definitely",Not Likely,Reviews,Location,Yes,Loyalty rewards
45–54,418869,High School,Retired,Monthly or more,1–2 times a quarter,No Preference,Same day,2,2000–4000,Lowest price,Rarely,Yes,Neutral,"Real-time price predictions, Customer reviews","Airbnb, Agoda, MakeMyTrip","Limited deals, Poor UI/UX, Booking too late",Mobile App,₹199,Unsure,"Yes, definitely",Absolutely,Amenities,Brand name,No,AI chatbot
45–54,1647431,Master’s Degree,Freelancer,Rarely,1–2 times a quarter,Resort Hotel,Same day,3–5,<2000,Balanced,Always,Maybe,Somewhat Important,"Real-time price predictions, Targeted discount alerts, Customer reviews, Personalized stay duration suggestions","Booking.com, OYO, Others, Agoda","Hidden charges, Limited deals",Desktop Website,₹0,Probably Not,Only if price difference is small,Maybe,Brand name,Amenities,Yes,
45–54,819929,Bachelor’s Degree,Other,Monthly or more,Monthly,City Hotel,1–3 days,3–5,4000–7000,Balanced,Always,No,Somewhat Important,"Hotel comparison engine, Targeted discount alerts, Real-time price predictions","Airbnb, Booking.com, OYO, Others",Booking too late,Mobile App,Depends on the savings,Probably Not,No,Absolutely,Price,Amenities,No,Loyalty rewards
25–34,22191,Master’s Degree,Retired,Rarely,Weekly,City Hotel,4–7 days,1,4000–7000,Lowest price,Rarely,Yes,Not Important,Customer reviews,"Goibibo, Others, Agoda","Limited deals, Poor UI/UX, Prices fluctuate too much",Travel Agent,Depends on the savings,Definitely,"Yes, definitely",Absolutely,Price,Location,No,AI chatbot
25–34,1512100,Master’s Degree,Business Owner,Rarely,Occasionally,Resort Hotel,1–3 days,2,4000–7000,Balanced,Rarely,Maybe,Extremely Important,"Personalized stay duration suggestions, Customer reviews","Booking.com, Goibibo, Agoda, Others","Lack of transparent pricing, Prices fluctuate too much, Hidden charges",Mobile App,Depends on the savings,Unsure,No,Not Likely,Reviews,Amenities,No,Loyalty rewards
45–54,855151,Master’s Degree,Student,Monthly or more,Weekly,No Preference,1–3 days,1,4000–7000,Balanced,Always,Yes,Extremely Important,"Hotel comparison engine, Customer reviews",Booking.com,Booking too late,Travel Agent,₹299+,Unsure,Only if price difference is small,Not Likely,Amenities,Reviews,Yes,AI chatbot
35–44,129437,Bachelor’s Degree,Business Owner,Rarely,Never,City Hotel,1–3 days,3–5,4000–7000,Best amenities,Always,Yes,Neutral,"Hotel comparison engine, Personalized stay duration suggestions","OYO, Agoda","Lack of transparent pricing, Hidden charges",Desktop Website,₹299+,Definitely,Only if price difference is small,Absolutely,Amenities,Reviews,No,
35–44,472063,Bachelor’s Degree,Freelancer,Once a year,Occasionally,No Preference,1–3 days,6–10,<2000,Balanced,Always,Maybe,Extremely Important,Real-time price predictions,"MakeMyTrip, Agoda, Others","Hidden charges, Lack of transparent pricing",Mobile App,₹299+,Probably Not,"Yes, definitely",Not Likely,Location,Price,Yes,AI chatbot
45–54,915857,Master’s Degree,Business Owner,Rarely,1–2 times a quarter,City Hotel,4–7 days,More than 10,<2000,Lowest price,Never,Yes,Not Important,"Real-time price predictions, Hotel comparison engine","Agoda, Goibibo, Others, MakeMyTrip",Poor UI/UX,Mobile App,₹299+,Probably Not,No,Not Likely,Price,Location,Yes,
45–54,218030,Bachelor’s Degree,Retired,Every quarter,Monthly,Resort Hotel,Same day,3–5,4000–7000,Best amenities,Always,Maybe,Neutral,"Real-time price predictions, Customer reviews","Airbnb, OYO","Prices fluctuate too much, Poor UI/UX",Mobile App,₹199,Never,Only if price difference is small,Absolutely,Price,Amenities,No,Late check-out
25–34,758259,Bachelor’s Degree,Business Owner,Rarely,Monthly,No Preference,15+ days,2,2000–4000,Lowest price,Never,Yes,Neutral,Targeted discount alerts,"Others, Booking.com, Agoda","Booking too late, Limited deals, Lack of transparent pricing",Desktop Website,Depends on the savings,Never,No,Absolutely,Price,Brand name,Yes,
25–34,864714,Master’s Degree,Freelancer,Every quarter,1–2 times a quarter,City Hotel,Same day,6–10,<2000,Balanced,Sometimes,No,Extremely Important,"Personalized stay duration suggestions, Real-time price predictions, Targeted discount alerts","MakeMyTrip, Booking.com, Others","Poor UI/UX, Hidden charges",Travel Agent,₹199,Probably Not,No,Not Likely,Price,Reviews,No,AI chatbot
18–24,550632,Master’s Degree,Freelancer,Rarely,Never,Resort Hotel,Same day,3–5,2000–4000,Best amenities,Never,Yes,Somewhat Important,"Customer reviews, Real-time price predictions, Hotel comparison engine",OYO,Limited deals,Travel Agent,₹299+,Probably,"Yes, definitely",Absolutely,Brand name,Location,No,Loyalty rewards
35–44,488896,Bachelor’s Degree,Freelancer,Rarely,1–2 times a quarter,Resort Hotel,15+ days,2,4000–7000,Best amenities,Always,Maybe,Somewhat Important,Customer reviews,Booking.com,Poor UI/UX,Mobile App,₹199,Unsure,Only if price difference is small,Absolutely,Amenities,Location,No,
18–24,441680,High School,Retired,Monthly or more,Never,Resort Hotel,1–3 days,6–10,2000–4000,Best amenities,Sometimes,No,Somewhat Important,"Targeted discount alerts, Customer reviews, Hotel comparison engine","Others, OYO, Goibibo, Agoda","Booking too late, Prices fluctuate too much",Desktop Website,Depends on the savings,Never,Only if price difference is small,Not Likely,Location,Reviews,No,Loyalty rewards
25–34,667560,Bachelor’s Degree,Freelancer,Once a year,Occasionally,No Preference,4–7 days,6–10,4000–7000,Best amenities,Never,Yes,Somewhat Important,"Targeted discount alerts, Hotel comparison engine, Personalized stay duration suggestions","MakeMyTrip, OYO, Booking.com, Goibibo","Prices fluctuate too much, Booking too late",Travel Agent,Depends on the savings,Probably,Only if price difference is small,Maybe,Brand name,Price,No,Late check-out
35–44,122145,Master’s Degree,Student,Once a year,1–2 times a quarter,No Preference,4–7 days,3–5,4000–7000,Lowest price,Never,Yes,Not Important,"Targeted discount alerts, Hotel comparison engine",Others,"Limited deals, Poor UI/UX, Lack of transparent pricing",Travel Agent,₹299+,Never,No,Maybe,Amenities,Location,No,
25–34,11961,PhD or Higher,Freelancer,2–3 times a year,Never,Resort Hotel,Same day,3–5,2000–4000,Balanced,Rarely,Yes,Neutral,Personalized stay duration suggestions,"Agoda, Booking.com, OYO, Others","Hidden charges, Prices fluctuate too much",Travel Agent,Depends on the savings,Definitely,Only if price difference is small,Absolutely,Reviews,Amenities,Yes,
35–44,467092,Bachelor’s Degree,Business Owner,Monthly or more,Occasionally,No Preference,15+ days,2,4000–7000,Balanced,Sometimes,Maybe,Somewhat Important,"Customer reviews, Hotel comparison engine, Real-time price predictions, Personalized stay duration suggestions","Booking.com, Airbnb",Booking too late,Travel Agent,₹199,Unsure,Only if price difference is small,Not Likely,Price,Brand name,Yes,Loyalty rewards
18–24,131948,High School,Other,Monthly or more,1–2 times a quarter,City Hotel,8–14 days,2,4000–7000,Best amenities,Rarely,Yes,Not Important,"Personalized stay duration suggestions, Real-time price predictions, Customer reviews",MakeMyTrip,"Limited deals, Prices fluctuate too much",Travel Agent,₹99,Never,No,Absolutely,Location,Brand name,Yes,
18–24,451288,Master’s Degree,Business Owner,Once a year,Monthly,Resort Hotel,1–3 days,3–5,4000–7000,Balanced,Sometimes,Yes,Neutral,"Personalized stay duration suggestions, Hotel comparison engine, Targeted discount alerts, Customer reviews","Agoda, Airbnb",Poor UI/UX,Mobile App,Depends on the savings,Probably Not,Only if price difference is small,Not Likely,Amenities,Reviews,Yes,Late check-out
45–54,2202566,Bachelor’s Degree,Other,Monthly or more,1–2 times a quarter,Resort Hotel,Same day,2,4000–7000,Lowest price,Never,Maybe,Extremely Important,"Customer reviews, Targeted discount alerts",Booking.com,"Limited deals, Prices fluctuate too much, Booking too late",Mobile App,₹199,Definitely,Only if price difference is small,Absolutely,Reviews,Location,Yes,
25–34,593958,Bachelor’s Degree,Business Owner,Once a year,Weekly,No Preference,4–7 days,3–5,<2000,Balanced,Rarely,Yes,Extremely Important,Hotel comparison engine,"OYO, Airbnb, Others, Booking.com",Limited deals,Mobile App,₹199,Definitely,No,Absolutely,Price,Brand name,No,AI chatbot
